(('2020-06-25', '0'), 0.03482218520157496)
(('2020-06-13', '0'), 0.04937999637311803)
(('2020-06-24', '1'), 0.07118945218935781)
(('2020-05-24', '1'), 0.07441486672560615)
(('2020-05-12', '1'), 0.0799742349914594)
(('2020-09-01', '0'), 0.0667667390377688)
(('2021-01-10', '0'), 0.06126668735618734)
(('2020-07-17', '0'), 0.04192715377988095)
(('2020-07-08', '0'), 0.03977287567955991)
(('2020-12-12', '0'), 0.07413477382442188)
(('2020-12-15', '0'), 0.07275183965461839)
(('2020-12-03', '0'), 0.0644727868056242)
(('2020-03-25', '0'), 0.038214366581868046)
(('2020-05-02', '1'), 0.12551430240205752)
(('2021-01-02', '1'), 0.02225822903809066)
(('2020-10-28', '1'), 0.0619180681381355)
(('2020-10-20', '0'), 0.05631848280138496)
(('2020-11-02', '0'), 0.058961413743267195)
(('2020-12-01', '1'), 0.059473148006117665)
(('2020-11-21', '0'), 0.05307247437932722)
(('2020-11-21', '1'), 0.03467876514598422)
(('2020-05-05', '0'), 0.073993356537708)
(('2020-09-02', '0'), 0.06484913033364771)
(('2020-10-01', '1'), 0.0727343803501365)
(('2020-07-08', '1'), 0.09046134451475098)
(('2020-10-13', '1'), 0.06578326767236445)
(('2021-01-13', '0'), 0.03440136277815808)
(('2020-10-03', '0'), 0.05458296665529267)
(('2020-11-08', '1'), 0.038323383420484594)
(('2020-12-19', '0'), 0.055828862804050354)
(('2020-11-09', '0'), 0.06267728912113718)
(('2020-12-20', '1'), 0.05455922355218849)
(('2020-12-24', '1'), 0.08766569479339065)
(('2020-12-03', '1'), 0.1119275002213184)
(('2020-06-22', '0'), 0.043681614707380995)
(('2020-06-21', '1'), 0.10169648431651913)
(('2020-04-17', '0'), 0.055761669006375546)
(('2020-04-15', '1'), -0.008428060756130163)
(('2020-03-30', '0'), 0.07591895486874414)
(('2020-04-23', '1'), 0.05946936413454269)
(('2020-09-18', '0'), 0.06847808043837471)
(('2020-09-02', '1'), 0.1028662555615681)
(('2020-10-18', '1'), 0.2658470150080462)
(('2020-09-25', '1'), 0.08953405866917391)
(('2020-10-17', '1'), 0.06518869665531517)
(('2021-01-08', '1'), 0.05482946082847318)
(('2020-12-31', '1'), 0.08316695829318276)
(('2020-10-25', '0'), 0.03518308503900475)
(('2020-11-01', '1'), 0.06636577706520753)
(('2021-01-11', '1'), 0.06925993557954903)
(('2020-03-26', '0'), 0.049983593332997574)
(('2020-12-06', '0'), 0.04810435161789623)
(('2020-11-14', '1'), 0.047047668259540806)
(('2020-12-09', '1'), -0.014566913432708616)
(('2020-12-29', '0'), 0.028510804125608663)
(('2020-06-19', '1'), 0.08475431572415049)
(('2020-04-01', '0'), 0.028679655424454015)
(('2020-06-11', '1'), 0.07830226335292953)
(('2020-06-09', '0'), 0.06312846698731255)
(('2020-06-01', '0'), 0.031937408723458564)
(('2020-05-23', '0'), 0.052508074906954846)
(('2020-09-10', '1'), 0.0642935212935213)
(('2020-07-26', '0'), 0.05950956175946177)
(('2020-09-20', '1'), 0.05234743265993265)
(('2020-08-31', '0'), 0.09393196063477818)
(('2020-07-09', '0'), 0.04184519168037268)
(('2020-07-07', '1'), 0.07829764747415982)
(('2020-06-21', '0'), 0.0227756901703514)
(('2020-03-27', '1'), 0.007616787964044622)
(('2020-04-09', '1'), 0.07236155615003184)
(('2020-04-24', '1'), 0.10030235771761195)
(('2020-05-14', '1'), 0.07753441003441004)
(('2020-05-26', '0'), 0.08183411912909881)
(('2021-01-08', '0'), 0.05876201740153507)
(('2020-10-17', '0'), 0.0499623499022754)
(('2020-11-01', '0'), 0.05752483375837754)
(('2020-07-16', '1'), 0.04732709754228223)
(('2020-07-22', '1'), 0.07924557295721434)
(('2020-12-07', '1'), 0.07199397970550721)
(('2020-11-30', '0'), 0.05415781485702354)
(('2020-12-17', '0'), 0.05544315825021521)
(('2020-12-27', '0'), 0.032390131341256484)
(('2020-12-04', '1'), 0.09541313816628119)
(('2020-06-23', '1'), 0.07856139027357616)
(('2020-04-16', '1'), -0.016689709531600594)
(('2020-05-25', '1'), 0.028548785629954453)
(('2021-01-01', '0'), 0.06994623663724508)
(('2021-01-01', '1'), 0.0891205992812706)
(('2020-10-28', '0'), 0.044085927624926864)
(('2021-01-11', '0'), 0.05806455483346661)
(('2020-10-29', '1'), 0.06820716142726178)
(('2020-10-15', '1'), 0.06665996714986108)
(('2020-10-22', '0'), 0.06508244095363253)
(('2020-07-10', '1'), 0.06345182991453084)
(('2020-07-23', '0'), 0.029970274824175257)
(('2020-09-26', '0'), 0.05239951059382767)
(('2020-11-10', '0'), 0.07168482899300176)
(('2020-11-30', '1'), 0.07401362092772532)
(('2020-11-23', '0'), 0.06434351172846443)
(('2020-06-16', '0'), 0.05929455688471053)
(('2020-06-14', '0'), 0.017771884790142904)
(('2020-03-29', '1'), -0.016594315303698544)
(('2020-06-05', '1'), 0.06753990493408107)
(('2020-04-30', '0'), 0.06359634766610044)
(('2020-05-11', '0'), 0.05143375513337974)
(('2020-08-11', '1'), 0.05425358884410611)
(('2020-10-03', '1'), 0.06940228869407618)
(('2020-11-02', '1'), 0.06130889729489448)
(('2020-10-24', '1'), 0.0778916043918055)
(('2020-04-20', '1'), -0.036965214919760375)
(('2020-04-26', '1'), 0.10277613800341076)
(('2020-07-26', '1'), 0.039571762503417166)
(('2020-09-01', '1'), 0.10637594431712082)
(('2020-07-12', '1'), 0.08332733756044391)
(('2020-10-02', '0'), 0.0640393293778467)
(('2020-06-12', '0'), 0.06396569629972657)
(('2020-04-02', '0'), 0.05335999284443873)
(('2020-04-12', '0'), 0.05093045551590104)
(('2020-03-29', '0'), 0.09885181892814336)
(('2020-04-28', '1'), 0.08954912217412217)
(('2020-05-04', '0'), 0.06265698888108073)
(('2020-06-05', '0'), 0.05255868560072511)
(('2020-05-09', '0'), 0.04601615135706036)
(('2020-05-31', '1'), 0.04173204399766901)
(('2020-08-10', '1'), 0.150361737914863)
(('2020-09-18', '1'), 0.09117289866536857)
(('2020-08-09', '1'), 0.09516900843409462)
(('2020-09-22', '0'), 0.053079323372607665)
(('2020-09-24', '1'), 0.015046497944103997)
(('2020-10-26', '1'), 0.05960606943724964)
(('2020-10-22', '1'), 0.03917206665250919)
(('2020-11-28', '0'), 0.03813554706010592)
(('2020-11-19', '1'), 0.0618986576474419)
(('2020-04-13', '0'), 0.04015564276160905)
(('2020-04-29', '1'), 0.08070661341788106)
(('2021-01-12', '1'), 0.08382987561122228)
(('2020-09-22', '1'), 0.15345688435795876)
(('2020-12-26', '0'), 0.04412154454684991)
(('2020-10-13', '0'), 0.05719250161848295)
(('2020-11-26', '1'), 0.11143127781860307)
(('2020-10-21', '0'), 0.05522651611417713)
(('2020-04-07', '1'), 0.05280555894402432)
(('2020-06-20', '1'), -0.017847043350293287)
(('2020-07-13', '0'), 0.06350614329283427)
(('2020-10-11', '0'), 0.03964000740111474)
(('2020-05-16', '0'), 0.05929167207957516)
(('2020-05-11', '1'), 0.103899785022234)
(('2021-01-06', '1'), 0.06596214649833634)
(('2020-11-04', '0'), 0.07350813373400666)
(('2020-11-06', '1'), 0.09039662454445994)
(('2020-11-07', '0'), 0.07148148017739009)
(('2020-10-16', '1'), 0.04505519068352107)
(('2020-12-15', '1'), 0.08852126017682546)
(('2020-12-14', '0'), 0.07147109383113556)
(('2020-04-06', '1'), 0.034873500917497864)
(('2020-04-29', '0'), 0.06335219520238461)
(('2020-05-17', '1'), 0.025624508067689896)
(('2020-07-31', '1'), 0.006512795736010022)
(('2020-09-05', '1'), 0.023016128132150253)
(('2020-08-23', '0'), 0.03750718580202381)
(('2020-08-31', '1'), 0.007209370490620485)
(('2020-06-13', '1'), 0.01928687688580021)
(('2020-09-29', '1'), 0.06115668969506004)
(('2020-07-23', '1'), 0.08120227471783757)
(('2021-01-07', '0'), 0.045748455724656314)
(('2021-01-09', '1'), 0.05684866963278508)
(('2020-10-16', '0'), 0.04919106964316273)
(('2020-12-14', '1'), 0.11067937723316756)
(('2020-12-08', '1'), 0.0981978842998658)
(('2020-06-09', '1'), 0.10074412780581604)
(('2020-05-25', '0'), 0.0787185770030355)
(('2020-05-12', '0'), 0.05605968911325723)
(('2020-06-06', '0'), 0.02993481176108229)
(('2020-08-23', '1'), 0.0274659291325958)
(('2020-08-13', '0'), 0.05812148031492467)
(('2020-09-29', '0'), 0.04600923030474823)
(('2020-07-20', '1'), 0.018647684543160358)
(('2020-07-18', '1'), 0.06380138190846368)
(('2020-11-10', '1'), 0.004707671384854139)
(('2020-04-11', '1'), 0.10503462277909913)
(('2020-05-05', '1'), 0.07510261190604703)
(('2020-08-10', '0'), 0.054045345131710665)
(('2021-01-03', '0'), 0.0557988388321121)
(('2020-07-10', '0'), 0.04030408082726389)
(('2020-10-02', '1'), 0.07516807704922483)
(('2020-07-06', '1'), 0.04774127582662444)
(('2020-11-25', '1'), 0.09331608396399184)
(('2020-12-18', '0'), 0.05554262464782194)
(('2020-03-28', '1'), -0.07684656865872057)
(('2020-11-11', '1'), 0.05029882567503163)
(('2020-04-23', '0'), 0.06759003197507371)
(('2020-05-06', '0'), 0.06967532224791544)
(('2020-05-23', '1'), 0.10335833867893023)
(('2020-07-25', '0'), 0.051771488455988446)
(('2020-09-23', '0'), 0.06256918131209582)
(('2020-07-11', '0'), 0.04398817636466004)
(('2020-12-10', '1'), 0.0609035041020474)
(('2020-11-29', '1'), 0.06082291114293701)
(('2020-11-22', '0'), 0.048324989137983464)
(('2020-06-15', '0'), 0.05411642697362071)
(('2020-06-17', '1'), 0.04924568390985674)
(('2020-05-13', '0'), 0.03096188211576115)
(('2020-05-15', '0'), 0.07074892886365039)
(('2020-06-27', '1'), 0.06872549697892165)
(('2020-08-11', '0'), 0.05956606614267032)
(('2020-08-29', '1'), 0.01768539769617356)
